Postcode;Plaatsnaam
6941;Bomal-Sur-Ourthe
6941;Borlon
6941;Heyd
6941;Izier
6941;Tohogne
6941;Villers-Sainte-Gertrude
6950;Harsin
6950;NASSOGNE
6951;Bande
6952;Grune
6953;Ambly
6953;Forrières
6953;Lesterny
6953;Masbourg
6960;Dochamps
6960;Grandmenil
6960;Harre
6960;Malempré
6960;Odeigne
6960;Vaux-Chavanne
6970;TENNEVILLE
6971;Champlon
6972;Erneuville
6980;Beausaint
6980;LA ROCHE-EN-ARDENNE
6982;Samrée
6983;Ortho
6984;Hives
6986;Halleux
6987;Beffe
6987;Hodister
6987;Marcourt
6987;RENDEUX
6990;Fronville
6990;Hampteau
6990;HOTTON
6990;Marenne
6997;Amonines
6997;EREZÉE
6997;Mormont
6997;Soy
7000;MONS
7010;SHAPE
7011;Ghlin
7012;Flénu
7012;Jemappes
7020;Maisières
7020;Nimy
7021;Havre
7022;Harmignies
7022;Harveng
7022;Hyon
7022;Mesvin
7022;Nouvelles
7024;Ciply
7030;Saint-Symphorien
7031;Villers-Saint-Ghislain
7032;Spiennes
7033;Cuesmes
7034;Obourg
7034;Saint-Denis
7040;Asquillies
7040;Aulnois
7040;Blaregnies
7040;Bougnies
7040;Genly
7040;Goegnies-Chaussée
7040;Quévy-Le-Grand
7040;Quévy-Le-Petit
7041;Givry
7041;Havay
7050;Erbaut
7050;Erbisoeul
7050;Herchies
7050;JURBISE
7050;Masnuy-Saint-Jean
7050;Masnuy-Saint-Pierre
7060;Horrues
7060;SOIGNIES
7061;Casteau
7061;Thieusies
7062;Naast
7063;Chaussée-Notre-Dame-Louvignies
7063;Neufvilles
7070;Gottignies
7070;LE ROEULX
7070;Mignault
7070;Thieu
7070;Ville-Sur-Haine
7080;Eugies
7080;FRAMERIES
7080;La Bouverie
7080;Noirchain
7080;Sars-La-Bruyère
7090;BRAINE-LE-COMTE
7090;Hennuyères
7090;Henripont
7090;Petit-Roeulx-Lez-Braine
7090;Ronquières
7090;Steenkerque
7100;Haine-Saint-Paul
7100;Haine-Saint-Pierre
7100;LA LOUVIÈRE
7100;Saint-Vaast
7100;Trivières
7110;Boussoit
7110;Houdeng-Aimeries
7110;Houdeng-Goegnies
7110;Maurage
7110;Strépy-Bracquegnies
7120;Croix-Lez-Rouveroy
7120;Estinnes-Au-Mont
7120;Estinnes-Au-Val
7120;Fauroeulx
7120;Haulchin
7120;Peissant
7120;Rouveroy
7120;Vellereille-Le-Sec
7120;Vellereille-Les-Brayeux
7130;Battignies
7130;BINCHE
7130;Bray
7131;Waudrez
7133;Buvrinnes
7134;Epinois
7134;Leval-Trahegnies
7134;Péronnes-Lez-Binche
7134;Ressaix
7140;Morlanwelz-Mariemont
7141;Carnières
7141;Mont-Sainte-Aldegonde
7160;CHAPELLE-LEZ-HERLAIMONT
7160;Godarville
7160;Piéton
7170;Bellecourt
7170;Bois-D'Haine
7170;Fayt-Lez-Manage
7170;La Hestre
7170;MANAGE
7180;SENEFFE
7181;Arquennes
7181;Familleureux
7181;Feluy
7181;Petit-Roeulx-Lez-Nivelles
7190;Ecaussinnes-D'Enghien
7190;Marche-Lez-Ecaussinnes
7191;Ecaussinnes-Lalaing
7300;BOUSSU
7301;Hornu
7320;BERNISSART
7321;Blaton
7321;Harchies
7322;Pommeroeul
7322;Ville-Pommeroeul
7330;SAINT-GHISLAIN
7331;Baudour
7332;Neufmaison
7332;Sirault
7333;Tertre
7334;Hautrage
7334;Villerot
7340;COLFONTAINE
7340;Paturages
7340;Warquignies
7340;Wasmes
7350;Hainin
7350;HENSIES
7350;Montroeul-Sur-Haine
7350;Thulin
7370;Blaugies
7370;DOUR
7370;Elouges
7370;Wihéries
7380;Baisieux
7380;QUIÉVRAIN
7382;Audregnies
7387;Angre
7387;Angreau
7387;Athis
7387;Autreppe
7387;Erquennes
7387;Fayt-Le-Franc
7387;Marchipont
7387;Montignies-Sur-Roc
7387;Onnezies
7387;Roisin
7390;QUAREGNON
7390;Wasmuel
7500;Ere
7500;Saint-Maur
7500;TOURNAI
7501;Orcq
7502;Esplechin
7503;Froyennes
7504;Froidmont
7506;Willemeau
7510;3 SUISSES
7511;VITRINE MAGIQUE
7512;YVES ROCHER
7513;YVES ROCHER
7520;Ramegnies-Chin
7520;Templeuve
7521;Chercq
7522;Blandain
7522;Hertain
7522;Lamain
7522;Marquain
7530;Gaurain-Ramecroix
7531;Havinnes
7532;Beclers
7533;Thimougies
7534;Barry
7534;Maulde
7536;Vaulx
7538;Vezon
7540;Kain
7540;Melles
7540;Quartes
7540;Rumillies
7542;Mont-Saint-Aubert
7543;Mourcourt
7548;Warchin
7600;PÉRUWELZ
7601;Roucourt
7602;Bury
7603;Bon-Secours
7604;Baugnies
7604;Braffe
7604;Brasmenil
7604;Callenelle
7604;Wasmes-Audemez-Briffoeil
7608;Wiers
7610;RUMES
7611;La Glanerie
7618;Taintignies
7620;Bléharies
7620;Guignies
7620;Hollain
7620;Jollain-Merlin
7620;Wez-Velvain
7621;Lesdain
7622;Laplaigne
7623;Rongy
7624;Howardries
7640;ANTOING
7640;Maubray
7640;Péronnes-Lez-Antoing
7641;Bruyelle
7642;Calonne
7643;Fontenoy
7700;Luingne
7700;MOESKROEN
7711;Dottenijs
7712;Herseaux
7730;Bailleul
7730;Estaimbourg
7730;ESTAIMPUIS
7730;Evregnies
7730;Leers-Nord
7730;Néchin
7730;Saint-Léger
7740;PECQ
7740;Warcoing
7742;Hérinnes-Lez-Pecq
7743;Esquelmes
7743;Obigies
7750;Amougies
7750;Anseroeul
7750;Orroir
7750;Russeignies
7760;CELLES
7760;Escanaffles
7760;Molenbaix
7760;Popuelles
7760;Pottes
7760;Velaines
7780;Komen
7780;KOMEN-WAASTEN
7781;Houthem
7782;Ploegsteert
7783;Bizet
7784;Neerwaasten
7784;Waasten
7800;ATH
7800;Lanquesaint
7801;Irchonwelz
7802;Ormeignies
7803;Bouvignies
7804;Ostiches
7804;Rebaix
7810;Maffle
7811;Arbre
7812;Houtaing
7812;Ligne
7812;Mainvault
7812;Moulbaix
7812;Villers-Notre-Dame
7812;Villers-Saint-Amand
7822;Ghislenghien
7822;Isières
7822;Meslin-L'Evêque
7823;Gibecq
7830;Bassilly
7830;Fouleng
7830;Gondregnies
7830;Graty
7830;Hellebecq
7830;Hoves
7830;SILLY
7830;Thoricourt
7850;EDINGEN
7850;Lettelingen
7850;Mark
7860;LESSINES
7861;Papignies
7861;Wannebecq
7862;Ogy
7863;Ghoy
7864;Deux-Acren
7866;Bois-De-Lessines
7866;Ollignies
7870;Bauffe
7870;Cambron-Saint-Vincent
7870;LENS
7870;Lombise
7870;Montignies-Lez-Lens
7880;VLOESBERG
7890;ELLEZELLES
7890;Lahamaide
7890;Wodecq
7900;Grandmetz
7900;LEUZE-EN-HAINAUT
7901;Thieulain
7903;Blicquy
7903;Chapelle-À-Oie
7903;Chapelle-À-Wattines
7904;Pipaix
7904;Tourpes
7904;Willaupuis
7906;Gallaix
7910;Anvaing
7910;Arc-Ainières
7910;Arc-Wattripont
7910;Cordes
7910;Ellignies-Lez-Frasnes
7910;Forest
7910;Wattripont
7911;Buissenal
7911;Frasnes-Lez-Buissenal
7911;Hacquegnies
7911;Herquegies
7911;Montroeul-Au-Bois
7911;Moustier
7911;Oeudeghien
7912;Dergneau
7912;Saint-Sauveur
7940;BRUGELETTE
7940;Cambron-Casteau
7941;Attre
7942;Mévergnies-Lez-Lens
7943;Gages
7950;CHIÈVRES
7950;Grosage
7950;Huissignies
7950;Ladeuze
7950;Tongre-Saint-Martin
7951;Tongre-Notre-Dame
7970;BELOEIL
7971;Basècles
7971;Ramegnies
7971;Thumaide
7971;Wadelincourt
7972;Aubechies
7972;Ellignies-Saint-Anne
7972;Quevaucamps
7973;Grandglise
7973;Stambruges
8000;BRUGGE
8000;Koolkerke
8020;Hertsberge
8020;OOSTKAMP
8020;Ruddervoorde
8020;Waardamme
8200;Sint-Andries
8200;Sint-Michiels
8210;Loppem
8210;Veldegem
8210;ZEDELGEM
8211;Aartrijke
8300;Knokke
8300;Westkapelle
8301;Heist-Aan-Zee
8301;Ramskapelle
8310;Assebroek
8310;Sint-Kruis
8340;DAMME
8340;Hoeke
8340;Lapscheure
8340;Moerkerke
8340;Oostkerke
8340;Sijsele
8370;BLANKENBERGE
8370;Uitkerke
8377;Houtave
8377;Meetkerke
8377;Nieuwmunster
8377;ZUIENKERKE
8380;Dudzele
8380;Lissewege
8380;Zeebrugge
8400;OOSTENDE
8400;Stene
8400;Zandvoorde
8420;DE HAAN
8420;Klemskerke
8420;Wenduine
8421;Vlissegem
8430;MIDDELKERKE
8431;Wilskerke
8432;Leffinge
8433;Mannekensvere
8433;Schore
8433;Sint-Pieters-Kapelle
8433;Slijpe
8434;Lombardsijde
8434;Westende
8450;BREDENE
8460;Ettelgem
8460;OUDENBURG
8460;Roksem
8460;Westkerke
8470;GISTEL
8470;Moere
8470;Snaaskerke
8470;Zevekote
8480;Bekegem
8480;Eernegem
8480;ICHTEGEM
8490;JABBEKE
8490;Snellegem
8490;Stalhille
8490;Varsenare
8490;Zerkegem
8500;KORTRIJK
8501;Bissegem
8501;Heule
8510;Bellegem
8510;Kooigem
8510;Marke
8510;Rollegem
8511;Aalbeke
8520;KUURNE
8530;HARELBEKE
8531;Bavikhove
8531;Hulste
8540;DEERLIJK
8550;ZWEVEGEM
8551;Heestert
8552;Moen
8553;Otegem
8554;Sint-Denijs
8560;Gullegem
8560;Moorsele
8560;WEVELGEM
8570;ANZEGEM
8570;Gijzelbrechtegem
8570;Ingooigem
8570;Vichte
8572;Kaster
8573;Tiegem
8580;AVELGEM
8581;Kerkhove
8581;Waarmaarde
8582;Outrijve
8583;Bossuit
8587;Helkijn
8587;Spiere
8600;Beerst
8600;DIKSMUIDE
8600;Driekapellen
8600;Esen
8600;Kaaskerke
8600;Keiem
8600;Lampernisse
8600;Leke
8600;Nieuwkapelle
8600;Oostkerke
8600;Oudekapelle
8600;Pervijze
8600;Sint-Jacobs-Kapelle
8600;Stuivekenskerke
8600;Vladslo
8600;Woumen
8610;Handzame
8610;KORTEMARK
8610;Werken
8610;Zarren
8620;NIEUWPOORT
8620;Ramskapelle
8620;Sint-Joris
8630;Avekapelle
8630;Booitshoeke
8630;Bulskamp
8630;De Moeren
8630;Eggewaartskapelle
8630;Houtem
8630;Steenkerke
8630;VEURNE
8630;Vinkem
8630;Wulveringem
8630;Zoutenaaie
8640;Oostvleteren
8640;Westvleteren
8640;Woesten
8647;Lo
8647;Noordschote
8647;Pollinkhove
8647;Reninge
8650;HOUTHULST
8650;Klerken
8650;Merkem
8660;Adinkerke
8660;DE PANNE
8670;KOKSIJDE
8670;Oostduinkerke
8670;Wulpen
8680;Bovekerke
8680;KOEKELARE
8680;Zande
8690;ALVERINGEM
8690;Hoogstade
8690;Oeren
8690;Sint-Rijkers
8691;Beveren-Aan-De-Ijzer
8691;Gijverinkhove
8691;Izenberge
8691;Leisele
8691;Stavele
8700;Aarsele
8700;Kanegem
8700;Schuiferskapelle
8700;TIELT
8710;Ooigem
8710;Sint-Baafs-Vijve
8710;WIELSBEKE
8720;DENTERGEM
8720;Markegem
8720;Oeselgem
8720;Wakken
8730;BEERNEM
8730;Oedelem
8730;Sint-Joris
8740;Egem
8740;PITTEM
8750;WINGENE
8750;Zwevezele
8755;RUISELEDE
8760;MEULEBEKE
8770;INGELMUNSTER
8780;OOSTROZEBEKE
8790;WAREGEM
8791;Beveren
8792;Desselgem
8793;Sint-Eloois-Vijve
8800;Beveren
8800;Oekene
8800;ROESELARE
8800;Rumbeke
8810;LICHTERVELDE
8820;TORHOUT
8830;Gits
8830;HOOGLEDE
8840;Oostnieuwkerke
8840;STADEN
8840;Westrozebeke
8850;ARDOOIE
8851;Koolskamp
8860;LENDELEDE
8870;Emelgem
8870;IZEGEM
8870;Kachtem
8880;LEDEGEM
8880;Rollegem-Kapelle
8880;Sint-Eloois-Winkel
8890;Dadizele
8890;MOORSLEDE
8900;Brielen
8900;Dikkebus
8900;IEPER
8900;Sint-Jan
8902;Hollebeke
8902;Voormezele
8902;Zillebeke
8904;Boezinge
8904;Zuidschote
8906;Elverdinge
8908;Vlamertinge
8920;Bikschote
8920;Langemark
8920;Poelkapelle
8930;Lauwe
8930;MENEN
8930;Rekkem
8940;Geluwe
8940;WERVIK
8950;Nieuwkerke
8951;Dranouter
8952;Wulvergem
8953;Wijtschate
8954;Westouter
8956;Kemmel
8957;MESEN
8958;Loker
8970;POPERINGE
8970;Reningelst
8972;Krombeke
8972;Proven
8972;Roesbrugge-Haringe
8978;Watou
8980;Beselare
8980;Geluveld
8980;Passendale
8980;Zandvoorde
8980;ZONNEBEKE
9000;GENT
9030;Mariakerke
9031;Drongen
9032;Wondelgem
9040;Sint-Amandsberg
9041;Oostakker
9042;Desteldonk
9042;Mendonk
9042;Sint-Kruis-Winkel
9050;Gentbrugge
9050;Ledeberg
9051;Afsnee
9051;Sint-Denijs-Westrem
9052;Zwijnaarde
9060;ZELZATE
9070;DESTELBERGEN
9070;Heusden
9080;Beervelde
9080;LOCHRISTI
9080;Zaffelare
9080;Zeveneken
9090;Gontrode
9090;MELLE
9099;Gent X
9100;Nieuwkerken-Waas
9100;SINT-NIKLAAS
9111;Belsele
9112;Sinaai-Waas
9120;BEVEREN-WAAS
9120;Haasdonk
9120;Kallo
9120;Melsele
9120;Vrasene
9130;Doel
9130;Kallo
9130;Kieldrecht
9130;Verrebroek
9140;Elversele
9140;Steendorp
9140;TEMSE
9140;Tielrode
9150;Bazel
9150;KRUIBEKE
9150;Rupelmonde
9160;Daknam
9160;Eksaarde
9160;LOKEREN
9170;De Klinge
9170;Meerdonk
9170;SINT-GILLIS-WAAS
9170;Sint-Pauwels
9180;MOERBEKE-WAAS
9185;WACHTEBEKE
9190;Kemzeke
9190;STEKENE
9200;Appels
9200;Baasrode
9200;DENDERMONDE
9200;Grembergen
9200;Mespelare
9200;Oudegem
9200;Schoonaarde
9200;Sint-Gillis-Dendermonde
9220;HAMME
9220;Moerzeke
9230;Massemen
9230;Westrem
9230;WETTEREN
9240;ZELE
9250;WAASMUNSTER
9255;BUGGENHOUT
9255;Opdorp
9260;Schellebelle
9260;Serskamp
9260;WICHELEN
9270;Kalken
9270;LAARNE
9280;Denderbelle
9280;LEBBEKE
9280;Wieze
9290;BERLARE
9290;Overmere
9290;Uitbergen
9300;AALST
9308;Gijzegem
9308;Hofstade
9310;Baardegem
9310;Herdersem
9310;Meldert
9310;Moorsel
9320;Erembodegem
9320;Nieuwerkerken
9340;Impe
9340;LEDE
9340;Oordegem
9340;Smetlede
9340;Wanzele
9400;Appelterre-Eichem
9400;Denderwindeke
9400;Lieferinge
9400;Nederhasselt
9400;NINOVE
9400;Okegem
9400;Voorde
9401;Pollare
9402;Meerbeke
9403;Neigem
9404;Aspelare
9406;Outer
9420;Aaigem
9420;Bambrugge
9420;Burst
9420;Erondegem
9420;Erpe
9420;Mere
9420;Ottergem
9420;Vlekkem
9450;Denderhoutem
9450;HAALTERT
9450;Heldergem
9451;Kerksken
9470;DENDERLEEUW
9472;Iddergem
9473;Welle
9500;GERAARDSBERGEN
9500;Goeferdinge
9500;Moerbeke
9500;Nederboelare
9500;Onkerzele
9500;Ophasselt
9500;Overboelare
9500;Viane
9500;Zarlardinge
9506;Grimminge
9506;Idegem
9506;Nieuwenhove
9506;Schendelbeke
9506;Smeerebbe-Vloerzegem
9506;Waarbeke
9506;Zandbergen
9520;Bavegem
9520;Oombergen
9520;SINT-LIEVENS-HOUTEM
9520;Vlierzele
9520;Zonnegem
9521;Letterhoutem
9550;HERZELE
9550;Hillegem
9550;Sint-Antelinks
9550;Sint-Lievens-Esse
9550;Steenhuize-Wijnhuize
9550;Woubrechtegem
9551;Ressegem
9552;Borsbeke
9570;Deftinge
9570;Sint-Maria-Lierde
9571;Hemelveerdegem
9572;Sint-Martens-Lierde
9600;RONSE
9620;Elene
9620;Erwetegem
9620;Godveerdegem
9620;Grotenberge
9620;Leeuwergem
9620;Oombergen
9620;Sint-Goriks-Oudenhove
9620;Sint-Maria-Oudenhove
9620;Strijpen
9620;Velzeke-Ruddershove
9620;ZOTTEGEM
9630;Beerlegem
9630;Dikkele
9630;Hundelgem
9630;Meilegem
9630;Munkzwalm
9630;Paulatem
9630;Roborst
9630;Rozebeke
9630;Sint-Blasius-Boekel
9630;Sint-Denijs-Boekel
9630;Sint-Maria-Latem
9636;Nederzwalm-Hermelgem
9660;BRAKEL
9660;Elst
9660;Everbeek
9660;Michelbeke
9660;Nederbrakel
9660;Opbrakel
9660;Sint-Maria-Oudenhove
9660;Zegelsem
9661;Parike
9667;Sint-Kornelis-Horebeke
9667;Sint-Maria-Horebeke
9680;Etikhove
9680;Maarke-Kerkem
9681;Nukerke
9688;Schorisse
9690;Berchem
9690;Kwaremont
9690;Ruien
9690;Zulzeke
9700;Bevere
9700;Edelare
9700;Eine
9700;Ename
9700;Heurne
9700;Leupegem
9700;Mater
9700;Melden
9700;Mullem
9700;Nederename
9700;Ooike
9700;OUDENAARDE
9700;Volkegem
9700;Welden
9750;Huise
9750;Ouwegem
9750;ZINGEM
9770;KRUISHOUTEM
9771;Nokere
9772;Wannegem-Lede
9790;Elsegem
9790;Moregem
9790;Ooike
9790;Petegem-Aan-De-Schelde
9790;Wortegem
9800;Astene
9800;Bachte-Maria-Leerne
9800;DEINZE
9800;Gottem
9800;Grammene
9800;Meigem
9800;Petegem-Aan-De-Leie
9800;Sint-Martens-Leerne
9800;Vinkt
9800;Wontergem
9800;Zeveren
9810;Eke
9810;NAZARETH
9820;Bottelare
9820;Lemberge
9820;Melsen
9820;MERELBEKE
9820;Munte
9820;Schelderode
9830;SINT-MARTENS-LATEM
9831;Deurle
9840;DE PINTE
9840;Zevergem
9850;Hansbeke
9850;Landegem
9850;Merendree
9850;NEVELE
9850;Poesele
9850;Vosselare
9860;Balegem
9860;Gijzenzele
9860;Landskouter
9860;Moortsele
9860;OOSTERZELE
9860;Scheldewindeke
9870;Machelen
9870;Olsene
9870;ZULTE
9880;AALTER
9880;Lotenhulle
9880;Poeke
9881;Bellem
9890;Asper
9890;Baaigem
9890;Dikkelvenne
9890;GAVERE
9890;Semmerzake
9890;Vurste
9900;EEKLO
9910;KNESSELARE
9910;Ursel
9920;LOVENDEGEM
9921;Vinderhoute
9930;ZOMERGEM
9931;Oostwinkel
9932;Ronsele
9940;Ertvelde
9940;EVERGEM
9940;Kluizen
9940;Sleidinge
9950;WAARSCHOOT
9960;ASSENEDE
9961;Boekhoute
9968;Bassevelde
9968;Oosteeklo
9970;KAPRIJKE
9971;Lembeke
9980;SINT-LAUREINS
9981;Sint-Margriete
9982;Sint-Jan-In-Eremo
9988;Waterland-Oudeman
9988;Watervliet
9990;MALDEGEM
9991;Adegem
9992;Middelburg
